author,year,journal,title,keywords,doi,is_bipv,is_shadow,is_ml,is_dl,is_nn,is_cnn,is_rnn
Al-Saadi H.,2020,Int. Trans. Elecr. Energy Sys.,New risk analysis considering spatial correlations among connected PVs for bidirectional distribution feeders,"['spatial correlation', 'power', 'pv modeling', 'nataf transformation', 'transform', 'mean bias error', 'photovoltaic', 'aging', 'simulation', 'analysis', 'model', 'correlation', 'capacity', 'operatation', 'modeling', 'high pv penetration', 'hosting capacity', 'load', 'risk quantification', 'estimation', 'energy']",10.1002/2050-7038.12319,0,0,0,0,0,0,0
Ahmed R.,2020,Renewable Sustainable Energy Rev,A review and evaluation of the state-of-the-art in PV solar power forecasting: Techniques and optimization,"['online', 'power', 'solar power', 'classification', 'loss', 'deep learning', 'wavelet', 'short-term', 'analysis', 'model', 'correlation', 'CNN', 'algoritm', 'evaluation', 'irradiation', 'data', 'system', 'grid', 'energy', 'wavelet transform', 'forecast accuracy', 'evolutionary algorithm', 'optimization', 'deep convolutional neural network', 'genetic algorithm', 'non-linear', 'output', 'transform', 'performance', 'photovoltaic', 'neural network', 'parameter', 'algorithm', 'forecasting technique', 'machine learning', 'modeling', 'particle swarm', 'hybrid', 'ensemble', 'lstm', 'prediction', 'weather']",10.1016/j.rser.2020.109792,0,0,1,1,1,0,0
Scorrano M.,2020,Energies,Modeling the total cost of ownership of an electric car using a residential photovoltaic generator and a battery storage unit-an Italian case study,"['optimization', 'genetic algorithm', 'mean bias error', 'distribution', 'battery', 'total cost of ownership', 'photovoltaic', 'home', 'charging', 'neural network', 'deep learning', 'electric vehicles', 'model', 'algorithm', 'machine learning', 'driving profile', 'battery storage', 'prediction', 'system', 'energy', 'weather', 'grid']",10.3390/en13102584,0,0,1,1,1,0,0
Nasir M.,2020,Arab. J. Sci. Eng.,Prediction of Properties of Concrete Cured Under Hot Weather Using Multivariate Regression and ANN Models,"['pulse velocity', 'method', 'depth of water penetration', 'temperature', 'mechanical property', 'water/cement ratio', 'optimization', 'genetic algorithm', 'characteristization', 'experiment', 'perturb and observe', 'GIS', 'neural network', 'parameter', 'deep learning', 'regression', 'model', 'curing method', 'correlation', 'in situ concrete temperature', 'algorithm', 'machine learning', 'multivariate regression', 'design', 'measurement', 'property', 'weather']",10.1007/s13369-020-04403-y,0,0,1,1,1,0,0
Bognar A.,2020,Renew. Energy,The solar noise barrier project 4: Modeling of full-scale luminescent solar concentrator noise barrier panels,"['generator', 'output', 'performance', 'building', 'photovoltaic', 'bipv', 'simulation', 'model', 'luminescent solar concentrator', 'outdoor', 'BIPV', 'noise barrier', 'noise', 'design', 'system', 'measurement', 'energy']",10.1016/j.renene.2019.11.102,1,0,0,0,0,0,0
Lee H.-J.,2020,Energies,Optimal parameters of volt-var function in smart inverters for improving system performance,"['volt-var function', 'method', 'power', 'optimization', 'output', 'characteristization', 'performance', 'distribution', 'photovoltaic', 'loss', 'parameter', 'simulation', 'model', 'distribution system', 'algorithm', 'operatation', 'inverter', 'system', 'distributed generation', 'smart inverter']",10.3390/en13092294,0,0,0,0,0,0,0
Mancilla-David F.,2020,IEEE Trans. Smart Grid,Power Management in Active Distribution Systems Penetrated by Photovoltaic Inverters: A Data-Driven Robust Approach,"['reliability', 'method', 'power', 'optimization', 'control', 'genetic algorithm', 'experiment', 'mean bias error', 'robust optimization', 'datadriven optimization', 'performance', 'optimal power flow', 'photovoltaic', 'loss', 'parameter', 'model', 'distribution system', 'algorithm', 'operatation', 'evaluation', 'load', 'volt/var control', 'data', 'inverter', 'system', 'energy', 'grid']",10.1109/TSG.2019.2951086,0,0,0,0,0,0,0
Sawadogo W.,2020,Renew. Energy,Impacts of global warming on photovoltaic power generation over West Africa,"['west africa', 'power', 'optimization', 'global warming', 'paris agreement', 'genetic algorithm', 'photovoltaic', 'solar energy', 'neural network', 'deep learning', 'simulation', 'model', 'algorithm', 'machine learning', 'irradiation', 'ensemble', 'global dimming', 'system', 'energy']",10.1016/j.renene.2019.11.032,0,0,1,1,1,0,0
Khakian R.,2020,Energies,Modeling nearly zero energy buildings for sustainable development in rural areas,"['optimization', 'building energy estimation', 'genetic algorithm', 'energy performance', 'energy consumption', 'performance', 'building', 'distribution', 'photovoltaic', 'solar energy', 'insulation materials', 'module', 'neural network', 'parameter', 'energy model', 'deep learning', 'wind', 'nearly zero-energy buildings', 'model', 'net zero', 'algorithm', 'machine learning', 'renewable energy', 'shadow', 'estimation', 'window-to-wall ratio', 'design', 'energy']",10.3390/en13102593,0,1,1,1,1,0,0
Ahmed N.,2020,Energies,Data driven optimization of energy management in residential buildings with energy harvesting and storage,"['weather', 'method', 'stochastic control', 'optimization', 'markov decision processes', 'control', 'mean bias error', 'battery', 'lithium ion', 'photovoltaic', 'aging', 'residential demand response', 'energy management system', 'model', 'lithium', 'algorithm', 'load', 'data', 'battery aging', 'prediction', 'system', 'grid', 'management', 'energy']",10.3390/en13092201,0,0,0,0,0,0,0
Kozlov A.N.,2020,Energies,Optimal operation control of PV-biomass gasifier-diesel-hybrid systems using reinforcement learning techniques,"['mixed integer linear programming', 'power', 'optimization', 'renewable energy source', 'operations research', 'control', 'genetic algorithm', 'distribution', 'reinforcement learning', 'power plant', 'biomass', 'algorithm', 'operatation', 'machine learning', 'renewable energy', 'microgrids', 'microgrid', 'system', 'grid', 'co2 reduction', 'energy']",10.3390/en13102632,0,0,1,0,0,0,0
Zhu D.,2020,Energies,The effect of morphology on solar potential of high-density residential area: A case study of Shanghai,"['method', 'indicator', 'pid', 'solar energy potential', 'ladybug', 'performance', 'building', 'solar potential indicator', 'morphological parameters', 'parameter', 'deep learning', 'neural network', 'analysis', 'model', 'correlation', 'machine learning', 'prediction', 'irradiation', 'data', 'high-density residential area', 'design', 'multiple linear regressions', 'meteorology', 'regression', 'energy']",10.3390/en13092215,0,0,1,1,1,0,0
Li Y.,2020,Energy Build.,Techno-economic performance analysis of zero energy house applications with home energy management system in Japan,"['generator', 'fuel cell', 'power', 'optimization', 'genetic algorithm', 'eco-cute', 'performance', 'photovoltaic', 'zero energy house', 'aging', 'home', 'design', 'neural network', 'deep learning', 'heat', 'analysis', 'algorithm', 'home energy management', 'operatation', 'machine learning', 'carbon', 'load', 'data', 'prediction', 'thermal', 'system', 'low carbon', 'management', 'energy']",10.1016/j.enbuild.2020.109862,0,0,1,1,1,0,0
Zanjirchi S.M.,2020,Renew. Energy,Promotion of solar energies usage in Iran: A scenario-based road map,"['structural interpretive modeling', 'fuzzy', 'business model canvas', 'optimization', 'fuzzy cognitive mapping', 'genetic algorithm', 'output', 'solar energy', 'analysis', 'iran', 'model', 'algorithm', 'scenario analysis', 'modeling', 'renewable energy', 'energy']",10.1016/j.renene.2019.11.104,0,0,0,0,0,0,0
Romero A.,2020,Energies,"Modeling, simulation and optimal operation of multi-extraction packed-bed thermal storage systems","['solar thermal power', 'online', 'temperature', 'power', 'optimization', 'discharging', 'segmented packed bed', 'control', 'genetic algorithm', 'extraction', 'non-linear', 'output', 'charging', 'heat', 'model', 'algorithm', 'operatation', 'prediction', 'irradiation', 'efficiency', 'non-linear model predictivecontrol', 'design', 'thermal', 'system', 'air']",10.3390/en13092247,0,0,0,0,0,0,0
Mahian O.,2020,Energy Convers. Manage.,Optimal sizing and performance assessment of a hybrid combined heat and power system with energy storage for residential buildings,"['reliability', 'generator', 'method', 'heuristic', 'power', 'optimization', 'BSS', 'genetic algorithm', 'battery', 'photovoltaic', 'storage', 'hybrid energy system', 'loss', 'grey wolf', 'wind', 'grey wolf optimization', 'heat', 'model', 'chp', 'algorithm', 'modeling', 'renewable energy', 'load', 'hybrid', 'thermal', 'system', 'energy']",10.1016/j.enconman.2020.112751,0,0,0,0,0,0,0
Sadeghi G.,2020,Renew. Energy,Thermal characteristics of evacuated tube solar collectors with coil inside: An experimental study and evolutionary algorithms,"['method', 'temperature', 'optimization', 'genetic algorithm', 'cu2o/dw nanofluid', 'characteristization', 'experiment', 'mean bias error', 'evacuated tube solar collector', 'performance', 'heat', 'model', 'algorithm', 'machine learning', 'artificial intelligence', 'efficiency', 'regression based equations', 'prediction', 'thermal', 'i-v', 'energy efficiency', 'regression', 'energy']",10.1016/j.renene.2019.11.050,0,0,1,0,0,0,0
Tian X.,2020,Sustain. Energy Fuels,"Two-dimensional organic-inorganic hybrid Ruddlesden-Popper perovskite materials: Preparation, enhanced stability, and applications in photodetection","['method', 'optimization', 'genetic algorithm', 'wide bandgap', 'detection', 'mean bias error', 'performance', 'bandgap', 'photovoltaic', 'organic', 'algorithm', 'evaluation', 'none', 'hybrid', 'cell', 'energy']",10.1039/c9se01181a,0,0,0,0,0,0,0
Ascione F.,2020,J. Build. Eng.,"A real industrial building: Modeling, calibration and Pareto optimization of energy retrofit","['temperature', 'optimization', 'genetic algorithm', 'characteristization', 'building', 'industrial building', 'photovoltaic', 'cost-optimal analysis', 'wind', 'building retrofit', 'indoor', 'building optimization', 'simulation', 'heat', 'analysis', 'model', 'algorithm', 'operatation', 'modeling', 'energy modeling and calibration', 'building energy simulation', 'efficiency', 'data', 'air', 'system', 'energy']",10.1016/j.jobe.2020.101186,0,0,0,0,0,0,0
Williams E.,2020,Renew. Energy,Empirical development of parsimonious model for international diffusion of residential solar,"['roof', 'online', 'power', 'solar power', 'home', 'technology diffusion', 'neural network', 'parameter', 'subsidy', 'deep learning', 'empirical model', 'analysis', 'model', 'machine learning', 'data', 'regression']",10.1016/j.renene.2019.12.101,0,0,1,1,1,0,0
Merli M.,2020,Geochim. Cosmochim. Acta,Aluminium distribution in an Earth's non–primitive lower mantle,"['enriched lower mantle composition', 'chondrite reference model', 'mechanism', 'temperature', 'optimization', 'genetic algorithm', 'open system', 'photovoltaic', 'perturb and observe', 'aluminium bearing perovskite', 'model', 'aluminium distribution', 'algorithm', 'modeling', ""earth's lower mantle"", 'morb component', 'system', 'pyrolite']",10.1016/j.gca.2020.02.023,0,0,0,0,0,0,0
Liu M.,2020,Renew. Energy,Design of sensible and latent heat thermal energy storage systems for concentrated solar power plants: Thermal performance analysis,"['power', 'optimization', 'genetic algorithm', 'experiment', 'csp', 'performance', 'cascade pcm', 'module', 'thermal performance', 'heat', 'model', 'algorithm', 'operatation', 'modeling', 'pcm graphite hybrid', 'hybrid', 'thermal energy storage', 'thermal', 'system', 'numerical modeling', 'design', 'energy']",10.1016/j.renene.2019.11.115,0,0,0,0,0,0,0
Zhang M.,2020,Sustain. Energy Fuels,A 1D/2D WO<inf>3</inf>nanostructure coupled with a nanoparticulate CuO cocatalyst for enhancing solar-driven CO<inf>2</inf>photoreduction: The impact of the crystal facet,"['method', 'algorithm', 'optimization', 'none', 'genetic algorithm', 'characteristization', 'hybrid', 'irradiation', 'efficiency', 'performance', 'charging', 'air', 'system', 'design', 'energy']",10.1039/d0se00034e,0,0,0,0,0,0,0
Lin Y.,2020,Curr. Sci.,Mechanisms underlying diurnal variations in the canopy spectral reflectance of winter wheat in the jointing stage,"['model', 'algorithm', 'optimization', 'modeling', 'jointing stage', 'photosynthesis rate', 'genetic algorithm', 'characteristization', 'irradiation', 'winter wheat', 'canopy reflectance', 'data', 'diurnal variation', 'measurement', 'heat']",10.18520/cs/v118/i9/1401-1406,0,0,0,0,0,0,0
Saad E.,2020,E3S Web Conf.,Modelling and analysis of grid-connected solar-PV system through current-mode controlled VSC,"['method', 'converter', 'power', 'optimization', 'control', 'genetic algorithm', 'extraction', 'output', 'protection', 'photovoltaic', 'analysis', 'model', 'algorithm', 'none', 'load', 'cell', 'system', 'energy', 'grid']",10.1051/e3sconf/202016705005,0,0,0,0,0,0,0
Majumder I.,2020,IET Gener. Transm. Distrib.,Intelligent energy management in microgrid using prediction errors from uncertain renewable power generation,"['power', 'renewable energy source', 'control', 'performance', 'distribution', 'battery', 'storage', 'wind', 'BESS', 'short-term', 'model', 'operatation', 'distributed generation', 'prediction', 'none', 'renewable energy', 'irradiation', 'microgrid', 'data', 'estimation', 'system', 'energy', 'management', 'grid']",10.1049/iet-gtd.2019.1114,0,0,0,0,0,0,0
Kundlik C.R.,2020,Int. J. Adv. Sci. Technol.,Pv solar statcom to improve power quality in distribution system,"['model', 'grid modeling', 'energy grid', 'power', 'modeling', 'evaluation', 'control', 'simulation', 'photovoltaic', 'power quality', 'module', 'pv solar statcom', 'system', 'energy', 'grid']",nan,0,0,0,0,0,0,0
Xing Y.,2020,J. Phys. Conf. Ser.,Research on the influence of hidden layers on the prediction accuracy of GA-BP neural network,"['algorithm', 'machine learning', 'none', 'mean bias error', 'photovoltaic', 'charging', 'prediction', 'neural network', 'deep learning']",10.1088/1742-6596/1486/2/022010,0,0,1,1,1,0,0
Song Z.,2020,Energy Convers. Manage.,Performance prediction on a novel solar assisted heat pump with hybrid Fresnel PV plus TEG evaporator,"['generator', 'temperature', 'optimization', 'transform', 'performance', 'photovoltaic', 'thermoelectric generator', 'fresnel lens', 'heat', 'algorithm', 'irradiation', 'fresnel photovoltaic', 'efficiency', 'high temperature', 'hybrid', 'direct-expansion solar assisted heat pump', 'thermal', 'system', 'energy']",10.1016/j.enconman.2020.112651,0,0,0,0,0,0,0
Ju X.,2020,Appl. Energy,A fully coupled numerical simulation of a hybrid concentrated photovoltaic/thermal system that employs a therminol VP-1 based nanofluid as a spectral beam filter,"['method', 'temperature', 'optimization', 'genetic algorithm', 'CPV', 'characteristization', 'performance', 'photovoltaic', 'multiphysics coupling method', 'module', 'cpv', 'heat', 'analysis', 'model', 'algorithm', 'operatation', 'modeling', 'non-uniform', 'cpv/t', 'irradiation', 'hybrid', 'filter', 'radiative heat transfer', 'nanofluid', 'thermal', 'system', 'spectral beam filter']",10.1016/j.apenergy.2020.114701,0,0,0,0,0,0,0
